key,state,cum_confirmed,cum_Deaths,date,State,positive,death,hospitalized,total,recovered,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,flag,daily_confirmed,daily_Deaths
,Washington,,,2020-02-12,Washington,2,NA,NA,2,NA,0,0,0,0,,,
,Washington,,,2020-02-11,Washington,2,NA,NA,2,NA,0,0,0,0,,,
,Washington,,,2020-02-10,Washington,2,NA,NA,2,NA,0,0,0,0,,,
,Washington,,,2020-02-09,Washington,2,NA,NA,2,NA,0,0,0,0,,,
,Washington,,,2020-02-08,Washington,2,NA,NA,2,NA,0,0,0,0,,,
,Washington,,,2020-02-07,Washington,2,NA,NA,2,NA,1,0,0,1,,,
,Washington,,,2020-02-06,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-02-05,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-02-04,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-02-03,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-02-02,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-02-01,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-31,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-30,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-29,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-28,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-27,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-26,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-25,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-24,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-23,Washington,1,NA,NA,1,NA,0,0,0,0,,,
,Washington,,,2020-01-22,Washington,1,NA,NA,1,NA,NA,NA,NA,NA,,,
20200428 West Virginia,West Virginia,1095,38,2020-04-28,West Virginia,1079,37,NA,43055,481,16,1,0,16,1,32,4
20200427 West Virginia,West Virginia,1063,34,2020-04-27,West Virginia,1063,36,,43039,455,19,2,0,3976,1,8,0
20200426 West Virginia,West Virginia,1055,34,2020-04-26,West Virginia,1044,34,,39063,455,24,2,0,6097,1,8,0
20200425 West Virginia,West Virginia,1010,32,2020-04-25,West Virginia,1020,32,,32966,439,32,0,0,3155,1,45,2
20200424 West Virginia,West Virginia,1010,32,2020-04-24,West Virginia,988,32,,29811,439,21,3,0,1906,1,0,0
20200423 West Virginia,West Virginia,981,31,2020-04-23,West Virginia,967,29,,27905,380,28,3,0,2069,1,29,1
20200422 West Virginia,West Virginia,939,27,2020-04-22,West Virginia,939,26,,25836,330,25,0,0,3073,1,42,4
20200421 West Virginia,West Virginia,908,26,2020-04-21,West Virginia,914,26,,22763,330,12,2,0,608,1,31,1
20200420 West Virginia,West Virginia,902,24,2020-04-20,West Virginia,902,24,,22155,290,39,6,0,2124,1,6,2
20200419 West Virginia,West Virginia,890,18,2020-04-19,West Virginia,863,18,,20031,265,78,2,0,591,1,12,6
20200418 West Virginia,West Virginia,785,16,2020-04-18,West Virginia,785,16,,19440,255,31,3,0,759,1,105,2
20200417 West Virginia,West Virginia,775,16,2020-04-17,West Virginia,754,13,,18681,223,15,0,0,375,1,10,0
20200416 West Virginia,West Virginia,728,12,2020-04-16,West Virginia,739,13,,18306,223,37,3,0,650,1,47,4
20200415 West Virginia,West Virginia,702,10,2020-04-15,West Virginia,702,10,164,17656,211,62,1,0,618,1,26,2
20200414 West Virginia,West Virginia,640,9,2020-04-14,West Virginia,640,9,164,17038,147,14,0,0,383,1,62,1
20200413 West Virginia,West Virginia,611,8,2020-04-13,West Virginia,626,9,164,16655,85,15,1,164,398,1,29,1
20200412 West Virginia,West Virginia,593,6,2020-04-12,West Virginia,611,8,,16257,83,34,3,0,805,1,18,2
20200411 West Virginia,West Virginia,577,5,2020-04-11,West Virginia,577,5,,15452,63,23,0,0,897,1,16,1
20200410 West Virginia,West Virginia,574,5,2020-04-10,West Virginia,554,5,,14555,63,31,0,0,692,1,3,0
20200409 West Virginia,West Virginia,514,5,2020-04-09,West Virginia,523,5,,13863,,61,1,0,1318,1,60,0
20200408 West Virginia,West Virginia,483,4,2020-04-08,West Virginia,462,4,,12545,,50,0,0,486,1,31,1
20200407 West Virginia,West Virginia,412,4,2020-04-07,West Virginia,412,4,,12059,,67,0,0,2119,1,71,0
20200406 West Virginia,West Virginia,345,4,2020-04-06,West Virginia,345,4,,9940,,21,1,0,1102,1,67,0
20200405 West Virginia,West Virginia,324,3,2020-04-05,West Virginia,324,3,,8838,,42,1,0,1152,1,21,1
20200404 West Virginia,West Virginia,282,2,2020-04-04,West Virginia,282,2,,7686,,45,0,0,1319,1,42,1
20200403 West Virginia,West Virginia,237,2,2020-04-03,West Virginia,237,2,1,6367,,20,0,0,874,1,45,0
20200402 West Virginia,West Virginia,216,2,2020-04-02,West Virginia,217,2,1,5493,,26,1,0,918,1,21,0
20200401 West Virginia,West Virginia,191,1,2020-04-01,West Virginia,191,1,1,4575,,29,0,0,432,1,25,1
20200331 West Virginia,West Virginia,162,1,2020-03-31,West Virginia,162,1,1,4143,,36,0,0,1033,1,29,0
20200330 West Virginia,West Virginia,145,1,2020-03-30,West Virginia,126,1,1,3110,,13,1,0,292,1,17,0
20200329 West Virginia,West Virginia,113,0,2020-03-29,West Virginia,113,0,1,2818,,17,0,0,391,1,32,1
20200328 West Virginia,West Virginia,96,0,2020-03-28,West Virginia,96,0,1,2433,,20,0,0,572,1,17,0
20200327 West Virginia,West Virginia,76,0,2020-03-27,West Virginia,76,0,1,1898,,25,0,0,773,1,20,0
20200326 West Virginia,West Virginia,52,0,2020-03-26,West Virginia,51,0,1,1101,,12,0,0,284,1,24,0
20200325 West Virginia,West Virginia,39,0,2020-03-25,West Virginia,39,0,1,804,,19,0,0,168,1,13,0
20200324 West Virginia,West Virginia,22,0,2020-03-24,West Virginia,20,0,1,630,,4,0,0,170,1,17,0
20200323 West Virginia,West Virginia,16,0,2020-03-23,West Virginia,16,0,1,464,,4,0,0,63,1,6,0
20200322 West Virginia,West Virginia,16,0,2020-03-22,West Virginia,12,0,1,398,,1,0,0,56,1,0,0
,West Virginia,,,2020-03-21,West Virginia,11,0,1,343,NA,4,0,1,115,,,
,West Virginia,,,2020-03-20,West Virginia,7,0,NA,239,NA,5,0,0,81,,,
,West Virginia,,,2020-03-19,West Virginia,2,0,NA,148,NA,1,0,0,22,,,
,West Virginia,,,2020-03-18,West Virginia,1,0,NA,137,NA,1,0,0,43,,,
,West Virginia,,,2020-03-17,West Virginia,0,0,NA,84,NA,0,0,0,0,,,
,West Virginia,,,2020-03-16,West Virginia,0,0,NA,84,NA,0,0,0,42,,,
,West Virginia,,,2020-03-15,West Virginia,0,0,NA,39,NA,0,0,0,12,,,
,West Virginia,,,2020-03-14,West Virginia,0,NA,NA,31,NA,0,0,0,9,,,
,West Virginia,,,2020-03-13,West Virginia,0,NA,NA,21,NA,0,0,0,10,,,
,West Virginia,,,2020-03-12,West Virginia,0,NA,NA,8,NA,0,0,0,4,,,
,West Virginia,,,2020-03-11,West Virginia,0,NA,NA,5,NA,0,0,0,1,,,
,West Virginia,,,2020-03-10,West Virginia,0,NA,NA,5,NA,0,0,0,0,,,
,West Virginia,,,2020-03-09,West Virginia,0,NA,NA,5,NA,0,0,0,0,,,
,West Virginia,,,2020-03-08,West Virginia,0,NA,NA,5,NA,0,0,0,0,,,
,West Virginia,,,2020-03-07,West Virginia,0,NA,NA,5,NA,0,0,0,1,,,
,West Virginia,,,2020-03-06,West Virginia,0,NA,NA,5,NA,NA,NA,NA,NA,,,
20200428 Wisconsin,Wisconsin,6289,300,2020-04-28,Wisconsin,6289,300,1456,70017,NA,208,19,41,2432,1,208,19
20200427 Wisconsin,Wisconsin,6081,281,2020-04-27,Wisconsin,6081,281,1415,67596,,170,9,18,2246,1,169,9
20200426 Wisconsin,Wisconsin,5912,272,2020-04-26,Wisconsin,5911,272,1397,65343,,224,6,21,2321,1,169,9
20200425 Wisconsin,Wisconsin,5687,266,2020-04-25,Wisconsin,5687,266,1376,63066,,331,4,23,2896,1,225,6
20200424 Wisconsin,Wisconsin,5356,263,2020-04-24,Wisconsin,5356,262,1353,60135,,304,5,35,3421,1,331,3
20200423 Wisconsin,Wisconsin,5052,258,2020-04-23,Wisconsin,5052,257,1318,56709,,207,11,16,2161,1,304,5
20200422 Wisconsin,Wisconsin,4845,248,2020-04-22,Wisconsin,4845,246,1302,54576,,225,4,50,1886,1,207,10
20200421 Wisconsin,Wisconsin,4625,244,2020-04-21,Wisconsin,4620,242,1252,52680,,121,12,41,1359,1,220,4
20200420 Wisconsin,Wisconsin,4499,230,2020-04-20,Wisconsin,4499,230,1211,51339,,153,10,21,1433,1,126,14
20200419 Wisconsin,Wisconsin,4346,220,2020-04-19,Wisconsin,4346,220,1190,49917,,147,9,14,1508,1,153,10
20200418 Wisconsin,Wisconsin,4199,212,2020-04-18,Wisconsin,4199,211,1176,48390,,154,6,23,1751,1,147,8
20200417 Wisconsin,Wisconsin,4053,206,2020-04-17,Wisconsin,4045,205,1153,46608,,170,8,32,1561,1,146,6
20200416 Wisconsin,Wisconsin,3875,197,2020-04-16,Wisconsin,3875,197,1121,45067,,154,15,30,1802,1,178,9
20200415 Wisconsin,Wisconsin,3721,183,2020-04-15,Wisconsin,3721,182,1091,43327,,166,12,42,1495,1,154,14
20200414 Wisconsin,Wisconsin,3555,170,2020-04-14,Wisconsin,3555,170,1049,41829,,127,16,56,1355,1,166,13
20200413 Wisconsin,Wisconsin,3428,154,2020-04-13,Wisconsin,3428,154,993,40470,,87,10,19,940,1,127,16
20200412 Wisconsin,Wisconsin,3341,144,2020-04-12,Wisconsin,3341,144,974,39257,,128,7,24,1364,1,87,10
20200411 Wisconsin,Wisconsin,3213,137,2020-04-11,Wisconsin,3213,137,950,37893,,145,9,46,1600,1,128,7
20200410 Wisconsin,Wisconsin,3068,128,2020-04-10,Wisconsin,3068,128,904,36293,,183,17,61,1984,1,145,9
20200409 Wisconsin,Wisconsin,2886,111,2020-04-09,Wisconsin,2885,111,843,34309,,129,12,53,1438,1,182,17
20200408 Wisconsin,Wisconsin,2710,100,2020-04-08,Wisconsin,2756,99,790,32871,,178,7,45,1781,1,176,11
20200407 Wisconsin,Wisconsin,2578,92,2020-04-07,Wisconsin,2578,92,745,31090,,138,15,77,2076,1,132,8
20200406 Wisconsin,Wisconsin,2449,78,2020-04-06,Wisconsin,2440,77,668,29014,,173,9,44,1578,1,129,14
20200405 Wisconsin,Wisconsin,2320,74,2020-04-05,Wisconsin,2267,68,624,27436,,155,12,36,1465,1,129,4
20200404 Wisconsin,Wisconsin,2030,54,2020-04-04,Wisconsin,2112,56,588,25971,,200,19,101,1682,1,290,20
20200403 Wisconsin,Wisconsin,2012,51,2020-04-03,Wisconsin,1912,37,487,24289,,182,6,26,2242,1,18,3
20200402 Wisconsin,Wisconsin,1748,38,2020-04-02,Wisconsin,1730,31,461,22047,,180,7,63,1678,1,264,13
20200401 Wisconsin,Wisconsin,1556,27,2020-04-01,Wisconsin,1550,24,398,20369,,199,8,61,1643,1,192,11
20200331 Wisconsin,Wisconsin,1412,25,2020-03-31,Wisconsin,1351,16,337,18726,,130,2,337,1649,1,144,2
20200330 Wisconsin,Wisconsin,1230,20,2020-03-30,Wisconsin,1221,14,,17077,,109,1,0,-585,1,182,5
20200329 Wisconsin,Wisconsin,1164,18,2020-03-29,Wisconsin,1112,13,,17662,,123,0,0,1441,1,66,2
20200328 Wisconsin,Wisconsin,1055,17,2020-03-28,Wisconsin,989,13,,16221,,147,0,0,2239,1,109,1
20200327 Wisconsin,Wisconsin,865,14,2020-03-27,Wisconsin,842,13,,13982,,135,5,0,1692,1,190,3
20200326 Wisconsin,Wisconsin,728,10,2020-03-26,Wisconsin,707,8,,12290,,122,1,0,1616,1,137,4
20200325 Wisconsin,Wisconsin,621,7,2020-03-25,Wisconsin,585,7,,10674,,128,2,0,1980,1,107,3
20200324 Wisconsin,Wisconsin,481,5,2020-03-24,Wisconsin,457,5,,8694,,41,0,0,1228,1,140,2
20200323 Wisconsin,Wisconsin,425,5,2020-03-23,Wisconsin,416,5,,7466,,31,1,0,851,1,56,0
20200322 Wisconsin,Wisconsin,381,4,2020-03-22,Wisconsin,385,4,,6615,,104,0,0,1706,1,44,1
,Wisconsin,,,2020-03-21,Wisconsin,281,4,NA,4909,NA,75,1,0,1248,,,
,Wisconsin,,,2020-03-20,Wisconsin,206,3,NA,3661,NA,51,3,0,1314,,,
,Wisconsin,,,2020-03-19,Wisconsin,155,NA,NA,2347,NA,49,0,0,664,,,
,Wisconsin,,,2020-03-18,Wisconsin,106,NA,NA,1683,NA,34,0,0,573,,,
,Wisconsin,,,2020-03-17,Wisconsin,72,NA,NA,1110,NA,25,0,0,559,,,
,Wisconsin,,,2020-03-16,Wisconsin,47,NA,NA,551,NA,14,0,0,205,,,
,Wisconsin,,,2020-03-15,Wisconsin,33,NA,NA,346,NA,14,0,0,158,,,
,Wisconsin,,,2020-03-14,Wisconsin,19,NA,NA,188,NA,0,0,0,0,,,
,Wisconsin,,,2020-03-13,Wisconsin,19,NA,NA,188,NA,11,0,0,96,,,
,Wisconsin,,,2020-03-12,Wisconsin,8,NA,NA,92,NA,5,0,0,46,,,
,Wisconsin,,,2020-03-11,Wisconsin,3,NA,NA,46,NA,1,0,0,8,,,
,Wisconsin,,,2020-03-10,Wisconsin,2,NA,NA,38,NA,1,0,0,1,,,
,Wisconsin,,,2020-03-09,Wisconsin,1,NA,NA,37,NA,0,0,0,5,,,
,Wisconsin,,,2020-03-08,Wisconsin,1,NA,NA,44,NA,0,0,0,0,,,
,Wisconsin,,,2020-03-07,Wisconsin,1,NA,NA,44,NA,0,0,0,0,,,
,Wisconsin,,,2020-03-06,Wisconsin,1,NA,NA,44,NA,0,0,0,12,,,
,Wisconsin,,,2020-03-05,Wisconsin,1,NA,NA,26,NA,0,0,0,0,,,
,Wisconsin,,,2020-03-04,Wisconsin,1,NA,NA,26,NA,NA,NA,NA,NA,,,
20200428 Wyoming,Wyoming,536,7,2020-04-28,Wyoming,389,7,56,8615,343,19,0,2,448,1,16,0
20200427 Wyoming,Wyoming,520,7,2020-04-27,Wyoming,370,7,54,8167,342,8,0,0,8,1,18,0
20200426 Wyoming,Wyoming,502,7,2020-04-26,Wyoming,362,7,54,8159,334,13,0,0,13,1,18,0
20200425 Wyoming,Wyoming,491,7,2020-04-25,Wyoming,349,7,54,8146,321,0,0,0,101,1,11,0
20200424 Wyoming,Wyoming,473,7,2020-04-24,Wyoming,349,7,54,8045,321,23,0,2,478,1,18,0
20200423 Wyoming,Wyoming,453,7,2020-04-23,Wyoming,326,7,52,7567,275,4,1,0,-56,1,20,0
20200422 Wyoming,Wyoming,447,6,2020-04-22,Wyoming,322,6,52,7623,254,2,0,0,2,1,6,1
20200421 Wyoming,Wyoming,443,2,2020-04-21,Wyoming,320,6,52,7621,237,7,4,1,235,1,4,4
20200420 Wyoming,Wyoming,317,2,2020-04-20,Wyoming,313,2,51,7386,233,4,0,1,105,1,126,0
20200419 Wyoming,Wyoming,313,2,2020-04-19,Wyoming,309,2,50,7281,227,4,0,0,759,1,4,0
20200418 Wyoming,Wyoming,309,2,2020-04-18,Wyoming,305,2,50,6522,206,9,0,7,95,1,4,0
20200417 Wyoming,Wyoming,305,2,2020-04-17,Wyoming,296,2,43,6427,148,0,0,0,0,1,4,0
20200416 Wyoming,Wyoming,296,2,2020-04-16,Wyoming,296,2,43,6427,148,9,0,0,98,1,9,0
20200415 Wyoming,Wyoming,287,1,2020-04-15,Wyoming,287,2,43,6329,129,12,1,0,365,1,9,1
20200414 Wyoming,Wyoming,282,1,2020-04-14,Wyoming,275,1,43,5964,140,0,0,2,0,1,5,0
20200413 Wyoming,Wyoming,275,1,2020-04-13,Wyoming,275,1,41,5964,138,14,1,1,505,1,7,0
20200412 Wyoming,Wyoming,270,0,2020-04-12,Wyoming,261,0,40,5459,137,0,0,3,0,1,5,1
20200411 Wyoming,Wyoming,261,0,2020-04-11,Wyoming,261,0,37,5459,129,8,0,0,470,1,9,0
20200410 Wyoming,Wyoming,239,0,2020-04-10,Wyoming,253,0,37,4989,105,23,0,3,839,1,22,0
20200409 Wyoming,Wyoming,230,0,2020-04-09,Wyoming,230,0,34,4150,94,9,0,1,86,1,9,0
20200408 Wyoming,Wyoming,221,0,2020-04-08,Wyoming,221,0,33,4064,62,5,0,0,59,1,9,0
20200407 Wyoming,Wyoming,216,0,2020-04-07,Wyoming,216,0,33,4005,62,6,0,10,76,1,5,0
20200406 Wyoming,Wyoming,210,0,2020-04-06,Wyoming,210,0,23,3929,52,13,0,0,692,1,6,0
20200405 Wyoming,Wyoming,197,0,2020-04-05,Wyoming,197,0,23,3237,50,10,0,0,105,1,13,0
20200404 Wyoming,Wyoming,187,0,2020-04-04,Wyoming,187,0,23,3132,49,25,0,2,266,1,10,0
