"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA"
"2020-03-20","UT","112","2035","0","0","0","2147","2147","49","0","0","587","34","621"
"2020-03-20","VA","114","2211","0","0","2","2325","2325","51","0","0","382","20","402"
"2020-03-20","VI","3","0","0","0","0","3","3","78","0","0","0","0","0"
"2020-03-20","VT","29","779","0","0","2","808","808","50","2","0","134","7","141"
"2020-03-20","WA","1804","39828","0","0","104","41632","41632","53","12","0","3768","241","4009"
"2020-03-20","WI","206","3455","0","0","3","3661","3661","55","3","0","1263","51","1314"
"2020-03-20","WV","7","219","13","0","0","239","226","54","0","0","76","5","81"
"2020-03-20","WY","19","331","0","0","0","350","350","56","0","0","60","1","61"
"2020-03-19","AK","6","432","0","0","0","438","438","02","0","0","26","0","26"
"2020-03-19","AL","68","28","0","0","0","96","96","01","0","0","0","22","22"
"2020-03-19","AR","46","310","113","0","0","469","356","05","0","0","74","13","87"
"2020-03-19","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-19","AZ","44","175","130","0","0","349","219","04","0","0","27","16","43"
"2020-03-19","CA","924","8787","0","0","18","9711","9711","06","5","0","806","313","1119"
"2020-03-19","CO","216","2112","0","0","2","2328","2328","08","0","0","495","33","528"
"2020-03-19","CT","96","604","0","0","1","700","700","09","1","0","479","28","507"
"2020-03-19","DC","39","153","11","0","0","203","192","11","0","0","15","8","23"
"2020-03-19","DE","30","36","0","0","0","66","66","10","0","0","0","5","5"
"2020-03-19","FL","390","1533","1019","0","8","2942","1923","12","1","0","308","76","384"
"2020-03-19","GA","287","1544","0","0","10","1831","1831","13","9","0","233","90","323"
"2020-03-19","GU","12","69","0","0","0","81","81","66","0","0","12","4","16"
"2020-03-19","HI","16","93","0","0","0","109","109","15","0","0","0","2","2"
"2020-03-19","IA","38","83","0","0","0","121","121","19","0","0","0","9","9"
"2020-03-19","ID","11","459","0","0","0","470","470","16","0","0","0","2","2"
"2020-03-19","IL","422","2725","0","0","4","3147","3147","17","3","0","962","134","1096"
"2020-03-19","IN","56","324","0","0","2","380","380","18","0","0","170","17","187"
"2020-03-19","KS","34","417","0","0","1","451","451","20","0","0","0","18","18"
"2020-03-19","KY","35","454","0","0","1","489","489","21","0","0","100","9","109"
"2020-03-19","LA","347","458","0","0","8","805","805","22","2","0","123","107","230"
"2020-03-19","MA","229","2918","0","0","3","3147","3147","25","1","0","803","73","876"
"2020-03-19","MD","107","94","0","0","1","201","201","24","1","0","0","22","22"
"2020-03-19","ME","53","2004","0","0","0","2057","2057","23","0","0","334","10","344"
"2020-03-19","MI","3392","1785","0","0","3","5177","5177","26","3","0","570","479","1049"
"2020-03-19","MN","89","2949","0","0","0","3038","3038","27","0","0","264","12","276"
"2020-03-19","MO","24","308","0","0","1","332","332","29","1","0","55","11","66"
"2020-03-19","MP","0","0","0","0","0","0","0","69","0","0","0","0","0"
"2020-03-19","MS","50","552","0","0","0","602","602","28","0","0","73","16","89"
"2020-03-19","MT","12","761","0","0","0","773","773","30","0","0","262","2","264"
"2020-03-19","NC","97","2408","0","0","0","2505","2505","37","0","0","621","34","655"
"2020-03-19","ND","15","493","0","0","0","508","508","38","0","0","225","9","234"
"2020-03-19","NE","27","240","0","0","0","267","267","31","0","0","34","3","37"
"2020-03-19","NH","39","621","231","0","0","891","660","33","0","0","108","13","121"
"2020-03-19","NJ","742","210","74","0","9","1026","952","34","4","0","20","315","335"
"2020-03-19","NM","35","2762","0","0","0","2797","2797","35","0","0","436","7","443"
"2020-03-19","NV","95","1626","0","0","1","1721","1721","32","0","0","1458","40","1498"
"2020-03-19","NY","4152","18132","0","0","12","22284","22284","36","0","0","5917","1770","7687"
"2020-03-19","OH","119","140","0","0","0","259","259","39","0","0","0","31","31"
"2020-03-19","OK","44","466","250","0","1","760","510","40","1","0","88","15","103"
"2020-03-19","OR","88","1329","437","0","3","1854","1417","41","0","0","211","13","224"
"2020-03-19","PA","185","1608","0","0","1","1793","1793","42","0","0","421","52","473"
"2020-03-19","PR","5","56","29","0","0","90","61","72","0","0","25","0","25"
"2020-03-19","RI","44","654","334","0","0","1032","698","44","0","0","114","11","125"
"2020-03-19","SC","60","583","0","0","1","643","643","45","0","0","0","0","0"
"2020-03-19","SD","11","551","385","0","1","947","562","46","0","0","0","0","0"
"2020-03-19","TN","154","349","0","0","0","503","503","47","0","0","0","56","56"
"2020-03-19","TX","143","2212","0","0","3","2355","2355","48","1","0","388","60","448"
"2020-03-19","UT","78","1448","0","0","0","1526","1526","49","0","0","1317","15","1332"
"2020-03-19","VA","94","1829","0","0","2","1923","1923","51","1","0","628","17","645"
"2020-03-19","VI","3","0","0","0","0","3","3","78","0","0","0","1","1"
"2020-03-19","VT","22","645","0","0","0","667","667","50","0","0","53","3","56"
"2020-03-19","WA","1563","36060","0","0","92","37623","37623","53","10","0","4218","149","4367"
"2020-03-19","WI","155","2192","0","0","0","2347","2347","55","0","0","615","49","664"
"2020-03-19","WV","2","143","3","0","0","148","145","54","0","0","21","1","22"
"2020-03-19","WY","18","271","0","0","0","289","289","56","0","0","93","3","96"
"2020-03-18","AK","6","406","0","0","0","412","412","02","0","0","72","3","75"
"2020-03-18","AL","46","28","0","0","0","74","74","01","0","0","0","10","10"
"2020-03-18","AR","33","236","50","0","0","319","269","05","0","0","39","11","50"
"2020-03-18","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-18","AZ","28","148","102","0","0","278","176","04","0","0","6","8","14"
"2020-03-18","CA","611","7981","0","0","13","8592","8592","06","2","0","0","128","128"
"2020-03-18","CO","183","1617","0","0","2","1800","1800","08","1","0","561","23","584"
"2020-03-18","CT","68","125","0","0","0","193","193","09","0","0","0","27","27"
"2020-03-18","DC","31","138","1","0","0","170","169","11","0","0","34","9","43"
"2020-03-18","DE","25","36","0","0","0","61","61","10","0","0","0","9","9"
"2020-03-18","FL","314","1225","954","0","7","2493","1539","12","1","0","285","128","413"
"2020-03-18","GA","197","1311","0","0","1","1508","1508","13","0","0","1311","51","1362"
"2020-03-18","GU","8","57","0","0","0","65","65","66","0","0","16","3","19"
"2020-03-18","HI","14","93","0","0","0","107","107","15","0","0","93","4","97"
"2020-03-18","IA","29","83","0","0","0","112","112","19","0","0","0","6","6"
"2020-03-18","ID","9","459","0","0","0","468","468","16","0","0","113","2","115"
"2020-03-18","IL","288","1763","0","0","1","2051","2051","17","0","0","423","129","552"
"2020-03-18","IN","39","154","0","0","2","193","193","18","0","0","25","9","34"
"2020-03-18","KS","16","417","0","0","1","433","433","20","0","0","35","1","36"
"2020-03-18","KY","26","354","0","0","1","380","380","21","0","0","59","4","63"
"2020-03-18","LA","240","335","0","0","6","575","575","22","2","0","49","103","152"
"2020-03-18","MA","156","2115","0","0","2","2271","2271","25","2","0","482","38","520"
"2020-03-18","MD","85","94","0","0","0","179","179","24","0","0","0","28","28"
"2020-03-18","ME","43","1670","0","0","0","1713","1713","23","0","0","367","11","378"
"2020-03-18","MI","2913","1215","0","0","0","4128","4128","26","0","0","589","520","1109"
"2020-03-18","MN","77","2685","0","0","0","2762","2762","27","0","0","409","17","426"
"2020-03-18","MO","13","253","0","0","0","266","266","29","0","0","46","5","51"
"2020-03-18","MP","0","0","0","0","0","0","0","69","0","0","0","0","0"
"2020-03-18","MS","34","479","0","0","0","513","513","28","0","0","111","13","124"
"2020-03-18","MT","10","499","0","0","0","509","509","30","0","0","196","2","198"
"2020-03-18","NC","63","1787","0","0","0","1850","1850","37","0","0","1313","23","1336"
"2020-03-18","ND","6","268","0","0","0","274","274","38","0","0","48","3","51"
"2020-03-18","NE","24","206","0","0","0","230","230","31","0","0","0","3","3"
"2020-03-18","NH","26","513","208","0","0","747","539","33","0","0","158","9","167"
"2020-03-18","NJ","427","190","21","0","5","638","617","34","2","0","27","160","187"
"2020-03-18","NM","28","2326","0","0","0","2354","2354","35","0","0","1077","5","1082"
"2020-03-18","NV","55","168","0","0","1","223","223","32","0","0","0","0","0"
"2020-03-18","NY","2382","12215","0","0","12","14597","14597","36","5","0","6709","682","7391"
"2020-03-18","OH","88","140","0","0","0","228","228","39","0","0","0","21","21"
"2020-03-18","OK","29","378","110","0","0","517","407","40","0","0","131","12","143"
"2020-03-18","OR","75","1118","361","0","3","1554","1193","41","3","0","429","28","457"
"2020-03-18","PA","133","1187","0","0","1","1320","1320","42","1","0","308","37","345"
"2020-03-18","PR","5","31","21","0","0","57","36","72","0","0","18","0","18"
"2020-03-18","RI","33","540","334","0","0","907","573","44","0","0","137","10","147"
"2020-03-18","SC","60","583","0","0","1","643","643","45","0","0","272","27","299"
"2020-03-18","SD","11","551","350","0","1","912","562","46","1","0","0","0","0"
"2020-03-18","TN","98","349","0","0","0","447","447","47","0","0","19","25","44"
"2020-03-18","TX","83","1824","0","0","2","1907","1907","48","1","0","620","19","639"
"2020-03-18","UT","63","131","0","0","0","194","194","49","0","0","0","12","12"
"2020-03-18","VA","77","1201","0","0","1","1278","1278","51","0","0","240","10","250"
"2020-03-18","VI","2","0","0","0","0","2","2","78","0","0","0","0","0"
"2020-03-18","VT","19","592","0","0","0","611","611","50","0","0","97","9","106"
"2020-03-18","WA","1414","31842","0","0","82","33256","33256","53","4","0","4474","174","4648"
"2020-03-18","WI","106","1577","0","0","0","1683","1683","55","0","0","539","34","573"
"2020-03-18","WV","1","122","14","0","0","137","123","54","0","0","42","1","43"
"2020-03-18","WY","15","178","0","0","0","193","193","56","0","0","83","5","88"
"2020-03-17","AK","3","334","0","0","0","337","337","02","0","0","191","2","193"
"2020-03-17","AL","36","28","0","0","0","64","64","01","0","0","0","8","8"
"2020-03-17","AR","22","197","41","0","0","260","219","05","0","0","65","0","65"
"2020-03-17","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-17","AZ","20","142","66","0","0","228","162","04","0","0","17","2","19"
"2020-03-17","CA","483","7981","0","0","11","8464","8464","06","5","0","0","148","148"
"2020-03-17","CO","160","1056","0","0","1","1216","1216","08","0","0","429","29","458"
"2020-03-17","CT","41","125","0","0","0","166","166","09","0","0","0","15","15"
"2020-03-17","DC","22","104","0","0","0","126","126","11","0","0","8","5","13"
"2020-03-17","DE","16","36","0","0","0","52","52","10","0","0","0","8","8"
"2020-03-17","FL","186","940","872","0","6","1998","1126","12","2","0","256","45","301"
"2020-03-17","GA","146","0","0","0","1","146","146","13","0","0","0","25","25"
"2020-03-17","GU","5","41","0","0","0","46","46","66","0","0","18","2","20"
"2020-03-17","HI","10","0","0","0","0","10","10","15","0","0","0","3","3"
"2020-03-17","IA","23","83","0","0","0","106","106","19","0","0","0","1","1"
"2020-03-17","ID","7","346","0","0","0","353","353","16","0","0","81","2","83"
"2020-03-17","IL","159","1340","0","0","1","1499","1499","17","1","0","408","66","474"
"2020-03-17","IN","30","129","0","0","2","159","159","18","1","0","14","6","20"
"2020-03-17","KS","15","382","0","0","1","397","397","20","0","0","216","4","220"
"2020-03-17","KY","22","295","0","0","1","317","317","21","0","0","61","1","62"
"2020-03-17","LA","137","286","0","0","4","423","423","22","2","0","98","22","120"
"2020-03-17","MA","118","1633","0","0","0","1751","1751","25","0","0","434","21","455"
"2020-03-17","MD","57","94","0","0","0","151","151","24","0","0","0","20","20"
"2020-03-17","ME","32","1303","0","0","0","1335","1335","23","0","0","539","15","554"
"2020-03-17","MI","2393","626","0","0","0","3019","3019","26","0","0","354","460","814"
"2020-03-17","MN","60","2276","0","0","0","2336","2336","27","0","0","437","6","443"
"2020-03-17","MO","8","207","0","0","0","215","215","29","0","0","43","2","45"
"2020-03-17","MP","0","0","0","0","0","0","0","69","0","0","0","0","0"
"2020-03-17","MS","21","368","0","0","0","389","389","28","0","0","91","9","100"
"2020-03-17","MT","8","303","0","0","0","311","311","30","0","0","105","1","106"
"2020-03-17","NC","40","474","0","0","0","514","514","37","0","0","178","7","185"
"2020-03-17","ND","3","220","0","0","0","223","223","38","0","0","97","2","99"
"2020-03-17","NE","21","206","0","0","0","227","227","31","0","0","36","3","39"
"2020-03-17","NH","17","355","195","0","0","567","372","33","0","0","84","4","88"
"2020-03-17","NJ","267","163","55","0","3","485","430","34","1","0","43","89","132"
"2020-03-17","NM","23","1249","0","0","0","1272","1272","35","0","0","683","6","689"
"2020-03-17","NV","55","168","0","0","1","223","223","32","0","0","0","10","10"
"2020-03-17","NY","1700","5506","0","0","7","7206","7206","36","0","0","963","750","1713"
"2020-03-17","OH","67","140","0","0","0","207","207","39","0","0","0","17","17"
"2020-03-17","OK","17","247","82","0","0","346","264","40","0","0","73","7","80"
"2020-03-17","OR","47","689","184","0","0","920","736","41","0","0","110","8","118"
"2020-03-17","PA","96","879","0","0","0","975","975","42","0","0","209","20","229"
"2020-03-17","PR","5","13","4","0","0","22","18","72","0","0","4","0","4"
"2020-03-17","RI","23","403","149","0","0","575","426","44","0","0","95","2","97"
"2020-03-17","SC","33","311","0","0","1","344","344","45","0","0","76","5","81"
"2020-03-17","SD","11","551","35","0","0","597","562","46","0","0","57","1","58"
"2020-03-17","TN","73","330","0","0","0","403","403","47","0","0","60","21","81"
"2020-03-17","TX","64","1204","0","0","1","1268","1268","48","1","0","1204","7","1211"
"2020-03-17","UT","51","131","0","0","0","182","182","49","0","0","0","12","12"
"2020-03-17","VA","67","961","0","0","1","1028","1028","51","0","0","523","16","539"
"2020-03-17","VI","2","0","0","0","0","2","2","78","0","0","0","1","1"
"2020-03-17","VT","10","495","0","0","0","505","505","50","0","0","74","2","76"
"2020-03-17","WA","1240","27368","0","0","78","28608","28608","53","9","0","4388","173","4561"
"2020-03-17","WI","72","1038","0","0","0","1110","1110","55","0","0","534","25","559"
"2020-03-17","WV","0","80","4","0","0","84","80","54","0","0","0","0","0"
"2020-03-17","WY","10","95","0","0","0","105","105","56","0","0","95","7","102"
"2020-03-16","AK","1","143","0","0","0","144","144","02","0","0","0","0","0"
"2020-03-16","AL","28","28","40","0","0","96","56","01","0","0","0","16","16"
"2020-03-16","AR","22","132","14","0","0","168","154","05","0","0","29","6","35"
"2020-03-16","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-16","AZ","18","125","63","0","0","206","143","04","0","0","4","6","10"
"2020-03-16","CA","335","7981","0","0","6","8316","8316","06","1","0","7065","42","7107"
"2020-03-16","CO","131","627","0","0","1","758","758","08","0","0","0","0","0"
"2020-03-16","CT","26","125","0","0","0","151","151","09","0","0","0","6","6"
"2020-03-16","DC","17","96","7","0","0","120","113","11","0","0","17","1","18"
"2020-03-16","DE","8","36","32","0","0","76","44","10","0","0","0","2","2"
"2020-03-16","FL","141","684","514","0","4","1339","825","12","0","0","6","25","31"
"2020-03-16","GA","121","0","0","0","1","121","121","13","0","0","0","22","22"
"2020-03-16","GU","3","23","0","0","0","26","26","66","0","0","0","0","0"
"2020-03-16","HI","7","0","0","0","0","7","7","15","0","0","0","5","5"
